fecha_utc,hora_utc,fecha_local,hora_local,tipo_evento,descripcion,elevacion,azimut,planeta1,planeta2,posicion1,posicion2,tipo_aspecto,orbe,es_aplicativo,harmony,signo,grado,posicion
2025-09-24,11:51,2025-09-24,08:51,Aspecto,Marte en Cuadratura con Plutón,,,Marte,Plutón,1°27' Escorpio,1°27' Acuario,Cuadratura,0.00°,No,Tensión,,,
2025-09-26,21:37,2025-09-26,18:37,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-09-29,09:54,2025-09-29,06:54,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-10-01,19:51,2025-10-01,16:51,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-10-01,20:59,2025-10-01,17:59,Aspecto,Mercurio en Cuadratura con Júpiter,,,Mercurio,Júpiter,22°34' Libra,22°34' Cáncer,Cuadratura,0.00°,No,Tensión,,,
2025-10-04,02:07,2025-10-03,23:07,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-10-06,04:47,2025-10-06,01:47,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-10-06,16:40,2025-10-06,13:40,Ingreso a Signo,Mercurio ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-10-07,03:47,2025-10-07,00:47,Luna Llena,Luna llena en Aries 14.14°,47.0°,356.5°,,,,,,,,,Aries,14.14°,14°08' Aries
2025-10-07,14:40,2025-10-07,11:40,Aspecto,Mercurio en Cuadratura con Plutón,,,Mercurio,Plutón,1°22' Escorpio,1°22' Acuario,Cuadratura,0.00°,No,Tensión,,,
2025-10-08,05:12,2025-10-08,02:12,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-10-08,11:40,2025-10-08,08:40,Aspecto,Venus en Sextil con Júpiter,,,Venus,Júpiter,23°18' Virgo,23°18' Cáncer,Sextil,0.00°,No,Armónico,,,
2025-10-10,05:11,2025-10-10,02:11,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-10-11,11:10,2025-10-11,08:10,Aspecto,Venus en Oposición con Saturno,,,Venus,Saturno,26°59' Virgo,26°59' Piscis,Oposición,0.00°,No,Tensión,,,
2025-10-12,06:37,2025-10-12,03:37,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-10-13,21:18,2025-10-13,18:18,Ingreso a Signo,Venus ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-10-14,01:16,2025-10-13,22:16,Aspecto,Venus en Oposición con Neptuno,,,Venus,Neptuno,0°12' Libra,0°12' Aries,Oposición,0.00°,No,Tensión,,,
2025-10-14,02:23,2025-10-13,23:23,Fin Retrogradación,Plutón termina retrogradación en 1°22' Acuario,,,,,,,,,,,,,
2025-10-14,10:47,2025-10-14,07:47,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-10-14,14:09,2025-10-14,11:09,Aspecto,Venus en Trígono con Urano,,,Venus,Urano,0°52' Libra,0°52' Géminis,Trígono,0.00°,No,Armónico,,,
2025-10-14,23:45,2025-10-14,20:45,Aspecto,Venus en Trígono con Plutón,,,Venus,Plutón,1°22' Libra,1°22' Acuario,Trígono,0.00°,No,Armónico,,,
2025-10-16,18:05,2025-10-16,15:05,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-10-17,05:42,2025-10-17,02:42,Aspecto,Sol en Cuadratura con Júpiter,,,Sol,Júpiter,24°06' Libra,24°06' Cáncer,Cuadratura,0.00°,No,Tensión,,,
2025-10-19,04:01,2025-10-19,01:01,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-10-20,06:51,2025-10-20,03:51,Aspecto,Mercurio en Conjunción con Marte,,,Mercurio,Marte,19°11' Escorpio,19°11' Escorpio,Conjunción,0.00°,No,Neutro,,,
2025-10-21,12:25,2025-10-21,09:25,Luna Nueva,Luna nueva en Libra 28.36°,40.2°,73.6°,,,,,,,,,Libra,28.36°,28°21' Libra
2025-10-21,15:42,2025-10-21,12:42,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-10-22,09:50,2025-10-22,06:50,Ingreso a Signo,Neptuno deja a 29.99° de Aries (Retrógrado),,,,,,,,,,,,,
2025-10-23,03:50,2025-10-23,00:50,Ingreso a Signo,Sol ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-10-24,04:18,2025-10-24,01:18,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-10-24,13:24,2025-10-24,10:24,Aspecto,Sol en Cuadratura con Plutón,,,Sol,Plutón,1°23' Escorpio,1°23' Acuario,Cuadratura,0.00°,No,Tensión,,,
2025-10-24,15:08,2025-10-24,12:08,Aspecto,Mercurio en Trígono con Júpiter,,,Mercurio,Júpiter,24°37' Escorpio,24°37' Cáncer,Trígono,0.00°,No,Armónico,,,
2025-10-25,21:16,2025-10-25,18:16,Aspecto,Mercurio en Trígono con Saturno,,,Mercurio,Saturno,26°06' Escorpio,26°06' Piscis,Trígono,0.00°,No,Armónico,,,
2025-10-26,16:53,2025-10-26,13:53,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-10-28,06:19,2025-10-28,03:19,Aspecto,Marte en Trígono con Júpiter,,,Marte,Júpiter,24°48' Escorpio,24°48' Cáncer,Trígono,0.00°,No,Armónico,,,
2025-10-29,03:55,2025-10-29,00:55,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-10-29,07:26,2025-10-29,04:26,Aspecto,Mercurio en Trígono con Neptuno,,,Mercurio,Neptuno,29°50' Escorpio,29°50' Piscis,Trígono,0.00°,No,Armónico,,,
2025-10-29,11:02,2025-10-29,08:02,Ingreso a Signo,Mercurio ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-10-29,19:05,2025-10-29,16:05,Aspecto,Marte en Trígono con Saturno,,,Marte,Saturno,25°53' Escorpio,25°53' Piscis,Trígono,0.00°,No,Armónico,,,
2025-10-29,19:35,2025-10-29,16:35,Aspecto,Mercurio en Oposición con Urano,,,Mercurio,Urano,0°21' Sagitario,0°21' Géminis,Oposición,0.00°,No,Tensión,,,
2025-10-30,22:05,2025-10-30,19:05,Aspecto,Mercurio en Sextil con Plutón,,,Mercurio,Plutón,1°26' Sagitario,1°26' Acuario,Sextil,0.00°,No,Armónico,,,
2025-10-31,11:46,2025-10-31,08:46,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-11-02,15:39,2025-11-02,12:39,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-11-02,23:16,2025-11-02,20:16,Aspecto,Venus en Cuadratura con Júpiter,,,Venus,Júpiter,25°01' Libra,25°01' Cáncer,Cuadratura,0.00°,No,Tensión,,,
2025-11-04,03:59,2025-11-04,00:59,Aspecto,Marte en Trígono con Neptuno,,,Marte,Neptuno,29°43' Escorpio,29°43' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-04,13:01,2025-11-04,10:01,Ingreso a Signo,Marte ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-11-04,16:15,2025-11-04,13:15,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-11-04,17:30,2025-11-04,14:30,Aspecto,Marte en Oposición con Urano,,,Marte,Urano,0°08' Sagitario,0°08' Géminis,Oposición,0.00°,No,Tensión,,,
2025-11-05,13:19,2025-11-05,10:19,Luna Llena,Luna llena en Tauro 13.38°,-57.8°,252.0°,,,,,,,,,Tauro,13.38°,13°22' Tauro
2025-11-06,15:10,2025-11-06,12:10,Aspecto,Marte en Sextil con Plutón,,,Marte,Plutón,1°29' Sagitario,1°29' Acuario,Sextil,0.00°,No,Armónico,,,
2025-11-06,15:20,2025-11-06,12:20,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-11-06,22:39,2025-11-06,19:39,Ingreso a Signo,Venus ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-11-08,02:19,2025-11-07,23:19,Ingreso a Signo,Urano deja a 29.99° de Géminis (Retrógrado),,,,,,,,,,,,,
2025-11-08,03:43,2025-11-08,00:43,Aspecto,Venus en Cuadratura con Plutón,,,Venus,Plutón,1°31' Escorpio,1°31' Acuario,Cuadratura,0.00°,No,Tensión,,,
2025-11-08,15:06,2025-11-08,12:06,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-11-09,18:31,2025-11-09,15:31,Inicio Retrogradación,Mercurio inicia retrogradación en 6°51' Sagitario,,,,,,,,,,,,,
2025-11-10,17:33,2025-11-10,14:33,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-11-11,16:11,2025-11-11,13:11,Inicio Retrogradación,Júpiter inicia retrogradación en 25°09' Cáncer,,,,,,,,,,,,,
2025-11-12,23:15,2025-11-12,20:15,Aspecto,Mercurio en Conjunción con Marte,,,Mercurio,Marte,6°04' Sagitario,6°04' Sagitario,Conjunción,0.00°,No,Neutro,,,
2025-11-12,23:51,2025-11-12,20:51,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-11-15,09:43,2025-11-15,06:43,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-11-17,05:07,2025-11-17,02:07,Aspecto,Sol en Trígono con Júpiter,,,Sol,Júpiter,25°06' Escorpio,25°06' Cáncer,Trígono,0.00°,No,Armónico,,,
2025-11-17,08:55,2025-11-17,05:55,Aspecto,Sol en Trígono con Saturno,,,Sol,Saturno,25°15' Escorpio,25°15' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-17,20:35,2025-11-17,17:35,Aspecto,Mercurio en Sextil con Plutón,,,Mercurio,Plutón,1°39' Sagitario,1°39' Acuario,Sextil,0.00°,No,Armónico,,,
2025-11-17,21:44,2025-11-17,18:44,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-11-19,03:20,2025-11-19,00:20,Ingreso a Signo,Mercurio deja a 29.99° de Sagitario (Retrógrado),,,,,,,,,,,,,
2025-11-19,06:25,2025-11-19,03:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°32' Tauro,29°29' Piscis,Sextil,0.04°,Sí,Armónico,,,
2025-11-19,11:44,2025-11-19,08:44,Aspecto,Mercurio en Oposición con Urano,,,Mercurio,Urano,29°31' Escorpio,29°31' Tauro,Oposición,0.00°,No,Tensión,,,
2025-11-19,12:21,2025-11-19,09:21,Aspecto,Mercurio en Trígono con Neptuno,,,Mercurio,Neptuno,29°29' Escorpio,29°29' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-19,18:25,2025-11-19,15:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°31' Tauro,29°29' Piscis,Sextil,0.03°,Sí,Armónico,,,
2025-11-20,06:25,2025-11-20,03:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°29' Tauro,29°29' Piscis,Sextil,0.01°,Sí,Armónico,,,
2025-11-20,06:47,2025-11-20,03:47,Luna Nueva,Luna nueva en Escorpio 28.20°,-19.7°,133.1°,,,,,,,,,Escorpio,28.20°,28°11' Escorpio
2025-11-20,09:23,2025-11-20,06:23,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,28°18' Escorpio,28°18' Escorpio,Conjunción,0.00°,No,Neutro,,,
2025-11-20,10:25,2025-11-20,07:25,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-11-20,18:25,2025-11-20,15:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°28' Tauro,29°28' Piscis,Sextil,0.00°,No,Armónico,,,
2025-11-21,06:25,2025-11-21,03:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°27' Tauro,29°28' Piscis,Sextil,0.02°,No,Armónico,,,
2025-11-21,12:25,2025-11-21,09:25,Aspecto,Sol en Oposición con Urano,,,Sol,Urano,29°26' Escorpio,29°26' Tauro,Oposición,0.00°,No,Tensión,,,
2025-11-21,13:05,2025-11-21,10:05,Aspecto,Sol en Trígono con Neptuno,,,Sol,Neptuno,29°28' Escorpio,29°28' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-21,18:25,2025-11-21,15:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°26' Tauro,29°28' Piscis,Sextil,0.04°,No,Armónico,,,
2025-11-22,01:35,2025-11-21,22:35,Ingreso a Signo,Sol ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-11-22,06:25,2025-11-22,03:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°24' Tauro,29°27' Piscis,Sextil,0.05°,No,Armónico,,,
2025-11-22,18:25,2025-11-22,15:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°23' Tauro,29°27' Piscis,Sextil,0.07°,No,Armónico,,,
2025-11-22,18:45,2025-11-22,15:45,Aspecto,Mercurio en Trígono con Saturno,,,Mercurio,Saturno,25°11' Escorpio,25°11' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-22,22:52,2025-11-22,19:52,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-11-22,23:37,2025-11-22,20:37,Aspecto,Mercurio en Trígono con Júpiter,,,Mercurio,Júpiter,24°56' Escorpio,24°56' Cáncer,Trígono,0.00°,No,Armónico,,,
2025-11-23,06:25,2025-11-23,03:25,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,29°22' Tauro,29°27' Piscis,Sextil,0.08°,No,Armónico,,,
2025-11-23,19:19,2025-11-23,16:19,Aspecto,Sol en Sextil con Plutón,,,Sol,Plutón,1°45' Sagitario,1°45' Acuario,Sextil,0.00°,No,Armónico,,,
2025-11-25,01:51,2025-11-24,22:51,Aspecto,Mercurio en Conjunción con Venus,,,Mercurio,Venus,22°45' Escorpio,22°45' Escorpio,Conjunción,0.00°,No,Neutro,,,
2025-11-25,10:15,2025-11-25,07:15,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-11-26,16:31,2025-11-26,13:31,Aspecto,Venus en Trígono con Júpiter,,,Venus,Júpiter,24°46' Escorpio,24°46' Cáncer,Trígono,0.00°,No,Armónico,,,
2025-11-26,23:47,2025-11-26,20:47,Aspecto,Venus en Trígono con Saturno,,,Venus,Saturno,25°09' Escorpio,25°09' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-27,19:23,2025-11-27,16:23,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-11-28,03:30,2025-11-28,00:30,Fin Retrogradación,Saturno termina retrogradación en 25°09' Piscis,,,,,,,,,,,,,
2025-11-30,01:07,2025-11-29,22:07,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-11-30,02:48,2025-11-29,23:48,Aspecto,Venus en Oposición con Urano,,,Venus,Urano,29°05' Escorpio,29°05' Tauro,Oposición,0.00°,No,Tensión,,,
2025-11-30,08:48,2025-11-30,05:48,Aspecto,Venus en Trígono con Neptuno,,,Venus,Neptuno,29°24' Escorpio,29°24' Piscis,Trígono,0.00°,No,Armónico,,,
2025-11-30,20:13,2025-11-30,17:13,Ingreso a Signo,Venus ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-12-02,03:12,2025-12-02,00:12,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-12-02,09:06,2025-12-02,06:06,Aspecto,Venus en Sextil con Plutón,,,Venus,Plutón,1°55' Sagitario,1°55' Acuario,Sextil,0.00°,No,Armónico,,,
2025-12-04,02:48,2025-12-03,23:48,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-12-04,23:14,2025-12-04,20:14,Luna Llena,Luna llena en Géminis 13.06°,0.9°,54.8°,,,,,,,,,Géminis,13.06°,13°03' Géminis
2025-12-06,01:54,2025-12-05,22:54,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-12-06,13:05,2025-12-06,10:05,Aspecto,Mercurio en Trígono con Júpiter,,,Mercurio,Júpiter,24°08' Escorpio,24°08' Cáncer,Trígono,0.00°,No,Armónico,,,
2025-12-07,16:57,2025-12-07,13:57,Aspecto,Mercurio en Trígono con Saturno,,,Mercurio,Saturno,25°14' Escorpio,25°14' Piscis,Trígono,0.00°,No,Armónico,,,
2025-12-08,02:48,2025-12-07,23:48,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-12-09,00:15,2025-12-08,21:15,Aspecto,Marte en Cuadratura con Saturno,,,Marte,Saturno,25°15' Sagitario,25°15' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-10,07:20,2025-12-10,04:20,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-12-10,11:54,2025-12-10,08:54,Fin Retrogradación,Neptuno termina retrogradación en 29°22' Piscis,,,,,,,,,,,,,
2025-12-10,19:59,2025-12-10,16:59,Aspecto,Mercurio en Oposición con Urano,,,Mercurio,Urano,28°39' Escorpio,28°39' Tauro,Oposición,0.00°,No,Tensión,,,
2025-12-11,10:19,2025-12-11,07:19,Aspecto,Mercurio en Trígono con Neptuno,,,Mercurio,Neptuno,29°22' Escorpio,29°22' Piscis,Trígono,0.00°,No,Armónico,,,
2025-12-11,22:39,2025-12-11,19:39,Ingreso a Signo,Mercurio ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-12-12,16:04,2025-12-12,13:04,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-12-13,16:31,2025-12-13,13:31,Aspecto,Mercurio en Sextil con Plutón,,,Mercurio,Plutón,2°12' Sagitario,2°12' Acuario,Sextil,0.00°,No,Armónico,,,
2025-12-14,11:43,2025-12-14,08:43,Aspecto,Marte en Cuadratura con Neptuno,,,Marte,Neptuno,29°22' Sagitario,29°22' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-15,03:51,2025-12-15,00:51,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-12-15,07:33,2025-12-15,04:33,Ingreso a Signo,Marte ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-12-17,04:33,2025-12-17,01:33,Aspecto,Sol en Cuadratura con Saturno,,,Sol,Saturno,25°28' Sagitario,25°28' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-17,16:38,2025-12-17,13:38,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-12-20,01:43,2025-12-19,22:43,Luna Nueva,Luna nueva en Sagitario 28.42°,-24.5°,212.3°,,,,,,,,,Sagitario,28.42°,28°24' Sagitario
2025-12-20,04:52,2025-12-20,01:52,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-12-21,01:01,2025-12-20,22:01,Aspecto,Sol en Cuadratura con Neptuno,,,Sol,Neptuno,29°24' Sagitario,29°24' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-21,05:08,2025-12-21,02:08,Aspecto,Venus en Cuadratura con Saturno,,,Venus,Saturno,25°37' Sagitario,25°37' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-21,15:03,2025-12-21,12:03,Ingreso a Signo,Sol ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-12-22,15:51,2025-12-22,12:51,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-12-24,05:31,2025-12-24,02:31,Aspecto,Venus en Cuadratura con Neptuno,,,Venus,Neptuno,29°25' Sagitario,29°25' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-24,16:25,2025-12-24,13:25,Ingreso a Signo,Venus ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-12-25,01:08,2025-12-24,22:08,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-12-27,08:01,2025-12-27,05:01,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-12-29,11:57,2025-12-29,08:57,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-12-30,07:15,2025-12-30,04:15,Aspecto,Mercurio en Cuadratura con Saturno,,,Mercurio,Saturno,26°04' Sagitario,26°04' Piscis,Cuadratura,0.00°,No,Tensión,,,
2025-12-31,13:13,2025-12-31,10:13,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
